CaseNum,xTemp,yVol,direction,Target,Prediction,CorrectPred,TestAccuracy
633,7,9,0,87,87,TRUE,98.12%
634,7,9,1,88,88,TRUE,97.50%
635,7,9,2,98,98,TRUE,98.12%
636,7,9,3,88,88,TRUE,98.12%
637,7,9,4,87,87,TRUE,98.12%
638,7,9,5,86,86,TRUE,98.12%
639,7,9,6,96,96,TRUE,98.12%
640,7,9,7,86,86,TRUE,98.12%
641,8,0,0,18,18,TRUE,98.12%
642,8,0,1,19,19,TRUE,98.12%
643,8,0,2,9,9,TRUE,98.12%
644,8,0,3,19,19,TRUE,98.12%
645,8,0,4,18,18,TRUE,98.12%
646,8,0,5,17,17,TRUE,98.12%
647,8,0,6,7,7,TRUE,98.12%
648,8,0,7,17,17,TRUE,98.12%
649,8,1,0,8,8,TRUE,98.12%
650,8,1,1,9,9,TRUE,98.12%
651,8,1,2,19,19,TRUE,98.12%
652,8,1,3,29,29,TRUE,98.12%
653,8,1,4,28,28,TRUE,98.12%
654,8,1,5,27,27,TRUE,98.12%
655,8,1,6,17,17,TRUE,98.12%
656,8,1,7,7,7,TRUE,98.12%
657,8,2,0,18,18,TRUE,98.12%
658,8,2,1,19,19,TRUE,98.12%
659,8,2,2,29,29,TRUE,98.12%
660,8,2,3,39,39,TRUE,98.12%
661,8,2,4,38,38,TRUE,98.12%
662,8,2,5,37,37,TRUE,98.12%
663,8,2,6,27,27,TRUE,98.12%
664,8,2,7,17,17,TRUE,98.12%
665,8,3,0,28,28,TRUE,98.12%
666,8,3,1,29,29,TRUE,98.12%
667,8,3,2,39,39,TRUE,98.12%
668,8,3,3,49,49,TRUE,98.12%
669,8,3,4,48,48,TRUE,98.12%
670,8,3,5,47,47,TRUE,98.12%
671,8,3,6,37,37,TRUE,98.12%
672,8,3,7,27,27,TRUE,98.12%
673,8,4,0,38,38,TRUE,98.12%
674,8,4,1,39,39,TRUE,98.12%
675,8,4,2,49,49,TRUE,98.12%
676,8,4,3,59,59,TRUE,98.12%
677,8,4,4,58,58,TRUE,98.12%
678,8,4,5,57,57,TRUE,98.12%
679,8,4,6,47,47,TRUE,98.12%
680,8,4,7,37,37,TRUE,98.12%
681,8,5,0,48,48,TRUE,98.12%
682,8,5,1,49,49,TRUE,98.12%
683,8,5,2,59,59,TRUE,98.12%
684,8,5,3,69,69,TRUE,98.12%
685,8,5,4,68,68,TRUE,98.12%
686,8,5,5,67,67,TRUE,98.12%
687,8,5,6,57,57,TRUE,98.12%
688,8,5,7,47,47,TRUE,98.12%
689,8,6,0,58,58,TRUE,98.12%
690,8,6,1,59,59,TRUE,98.12%
691,8,6,2,69,69,TRUE,98.12%
692,8,6,3,79,79,TRUE,98.12%
693,8,6,4,78,78,TRUE,98.12%
694,8,6,5,77,77,TRUE,98.12%
695,8,6,6,67,67,TRUE,97.50%
696,8,6,7,57,57,TRUE,97.50%
697,8,7,0,68,68,TRUE,98.12%
698,8,7,1,69,69,TRUE,98.12%
699,8,7,2,79,79,TRUE,98.12%
700,8,7,3,89,89,TRUE,98.12%
701,8,7,4,88,88,TRUE,97.50%
702,8,7,5,87,87,TRUE,97.50%
703,8,7,6,77,77,TRUE,98.12%
704,8,7,7,67,67,TRUE,96.88%
705,8,8,0,78,78,TRUE,98.12%
706,8,8,1,79,79,TRUE,98.12%
707,8,8,2,89,89,TRUE,97.50%
708,8,8,3,99,99,TRUE,98.12%
709,8,8,4,98,98,TRUE,98.12%
710,8,8,5,97,97,TRUE,97.50%
711,8,8,6,87,87,TRUE,98.12%
712,8,8,7,77,77,TRUE,98.12%
713,8,9,0,88,88,TRUE,98.12%
714,8,9,1,89,89,TRUE,98.12%
715,8,9,2,99,99,TRUE,98.12%
716,8,9,3,89,89,TRUE,98.12%
717,8,9,4,88,88,TRUE,98.12%
718,8,9,5,87,87,TRUE,98.12%
719,8,9,6,97,97,TRUE,98.12%
720,8,9,7,87,87,TRUE,98.12%
721,9,0,0,19,19,TRUE,98.12%
31,0,3,6,31,30,FALSE,98.75%
723,9,0,2,8,8,TRUE,98.12%
724,9,0,3,18,18,TRUE,98.12%
725,9,0,4,19,19,TRUE,98.12%
726,9,0,5,18,18,TRUE,98.12%
727,9,0,6,8,8,TRUE,98.12%
728,9,0,7,18,18,TRUE,98.12%
729,9,1,0,9,9,TRUE,98.12%
730,9,1,1,8,8,TRUE,98.12%
731,9,1,2,18,18,TRUE,98.12%
732,9,1,3,28,28,TRUE,98.12%
733,9,1,4,29,29,TRUE,98.12%
734,9,1,5,28,28,TRUE,98.12%
735,9,1,6,18,18,TRUE,98.12%
736,9,1,7,8,8,TRUE,98.12%
737,9,2,0,19,19,TRUE,98.12%
738,9,2,1,18,18,TRUE,98.12%
739,9,2,2,28,28,TRUE,98.12%
740,9,2,3,38,38,TRUE,98.12%
741,9,2,4,39,39,TRUE,98.12%
742,9,2,5,38,38,TRUE,98.12%
743,9,2,6,28,28,TRUE,98.12%
744,9,2,7,18,18,TRUE,98.12%
745,9,3,0,29,29,TRUE,98.12%
746,9,3,1,28,28,TRUE,98.12%
747,9,3,2,38,38,TRUE,98.12%
748,9,3,3,48,48,TRUE,98.12%
749,9,3,4,49,49,TRUE,98.12%
750,9,3,5,48,48,TRUE,98.12%
751,9,3,6,38,38,TRUE,98.12%
752,9,3,7,28,28,TRUE,98.12%
753,9,4,0,39,39,TRUE,98.12%
754,9,4,1,38,38,TRUE,98.12%
755,9,4,2,48,48,TRUE,98.12%
756,9,4,3,58,58,TRUE,98.12%
757,9,4,4,59,59,TRUE,97.50%
758,9,4,5,58,58,TRUE,98.12%
759,9,4,6,48,48,TRUE,98.12%
760,9,4,7,38,38,TRUE,98.12%
761,9,5,0,49,49,TRUE,98.12%
762,9,5,1,48,48,TRUE,98.12%
763,9,5,2,58,58,TRUE,98.12%
764,9,5,3,68,68,TRUE,98.12%
765,9,5,4,69,69,TRUE,98.12%
766,9,5,5,68,68,TRUE,98.12%
767,9,5,6,58,58,TRUE,98.12%
768,9,5,7,48,48,TRUE,98.12%
769,9,6,0,59,59,TRUE,98.12%
770,9,6,1,58,58,TRUE,97.50%
8,0,0,7,11,10,FALSE,96.25%
772,9,6,3,78,78,TRUE,98.12%
773,9,6,4,79,79,TRUE,98.12%
774,9,6,5,78,78,TRUE,98.12%
775,9,6,6,68,68,TRUE,98.12%
776,9,6,7,58,58,TRUE,98.12%
777,9,7,0,69,69,TRUE,98.12%
778,9,7,1,68,68,TRUE,98.12%
779,9,7,2,78,78,TRUE,98.12%
780,9,7,3,88,88,TRUE,98.12%
781,9,7,4,89,89,TRUE,98.12%
782,9,7,5,88,88,TRUE,98.12%
783,9,7,6,78,78,TRUE,98.12%
784,9,7,7,68,68,TRUE,98.12%
785,9,8,0,79,79,TRUE,98.12%
786,9,8,1,78,78,TRUE,97.50%
787,9,8,2,88,88,TRUE,98.12%
788,9,8,3,98,98,TRUE,98.12%
789,9,8,4,99,99,TRUE,98.12%
790,9,8,5,98,98,TRUE,98.12%
791,9,8,6,88,88,TRUE,98.12%
792,9,8,7,78,78,TRUE,98.12%
793,9,9,0,89,89,TRUE,98.12%
794,9,9,1,88,88,TRUE,98.12%
795,9,9,2,98,98,TRUE,98.12%
40,0,4,7,31,30,FALSE,98.12%
48,0,5,7,41,40,FALSE,98.75%
798,9,9,5,88,88,TRUE,98.12%
799,9,9,6,98,98,TRUE,97.50%
800,9,9,7,88,88,TRUE,97.50%
